Animal_Species,Location_Timestamp_UTC,Latitude,Longitude
Larus,2016/06/09 23:35:23,60.452,-151.108
Larus,2016/06/09 23:48:32,60.331,-151.084
Larus,2016/06/11 19:01:44,60.652,-151.174
Larus,2016/06/11 19:35:02,60.543,-151.218
Larus,2016/06/11 20:06:48,60.552,-151.218
Larus,2016/06/11 20:11:51,60.549,-151.219
Larus,2016/06/11 20:24:02,60.545,-151.234
Larus,2016/06/11 20:36:26,60.545,-151.234
Larus,2016/06/11 21:12:49,60.548,-151.24
Larus,2016/06/11 21:48:39,60.538,-151.245
Larus,2016/06/11 21:59:41,60.546,-151.236
Larus,2016/06/11 22:19:48,60.547,-151.238
Larus,2016/06/11 23:00:08,60.532,-151.256
Larus,2016/06/11 23:24:48,60.539,-151.253
Larus,2016/06/11 23:26:49,60.548,-151.211
Larus,2016/06/11 23:47:31,60.551,-151.198
Larus,2016/06/11 23:50:01,60.837,-151.818
Larus,2016/06/13 19:15:23,60.445,-151.11
Larus,2016/06/13 19:41:05,60.445,-151.109
Larus,2016/06/13 19:43:32,60.441,-151.115
Larus,2016/06/13 20:10:51,60.444,-151.107
Larus,2016/06/13 20:38:04,60.431,-151.036
Larus,2016/06/13 20:53:13,60.427,-151.044
Larus,2016/06/13 21:22:57,60.424,-151.209
Larus,2016/06/13 21:23:40,60.444,-151.108
Larus,2016/06/13 21:49:40,60.444,-151.096
Larus,2016/06/13 22:13:40,60.446,-151.095
Larus,2016/06/13 22:33:47,60.456,-151.106
Larus,2016/06/13 22:57:03,60.459,-151.112
Larus,2016/06/13 23:07:08,60.44,-151.091
Larus,2016/06/13 23:28:16,60.441,-151.107
Larus,2016/06/15 18:57:03,60.544,-151.244
Larus,2016/06/15 19:20:18,60.547,-151.231
Larus,2016/06/15 19:50:34,60.499,-151.194
Larus,2016/06/15 19:54:45,60.55,-151.26
Larus,2016/06/15 20:04:41,60.556,-151.255
Larus,2016/06/15 20:41:39,60.541,-151.216
Larus,2016/06/15 21:01:34,60.596,-151.288
Larus,2016/06/15 21:26:52,60.536,-151.246
Larus,2016/06/15 21:29:53,60.536,-151.221
Larus,2016/06/15 22:25:30,60.543,-151.243
Larus,2016/06/15 22:39:50,60.542,-151.243
Larus,2016/06/15 23:10:22,60.545,-151.229
Larus,2016/06/15 23:18:13,60.545,-151.229
Larus,2016/06/15 23:24:03,60.538,-151.23
Larus,2016/06/17 19:00:24,60.549,-151.249
Larus,2016/06/17 19:07:44,60.554,-151.251
Larus,2016/06/17 19:15:48,60.547,-151.265
Larus,2016/06/17 19:28:22,60.546,-151.23
Larus,2016/06/17 19:57:07,60.544,-151.243
Larus,2016/06/17 20:37:26,60.532,-151.23
Larus,2016/06/17 20:47:32,60.485,-151.073
Larus,2016/06/17 20:53:32,60.516,-151.208
Larus,2016/06/17 21:02:40,60.432,-151.101
Larus,2016/06/17 21:40:58,60.44,-151.104
Larus,2016/06/17 22:31:46,60.446,-151.12
Larus,2016/06/17 22:47:06,60.445,-151.094
Larus,2016/06/17 23:16:11,60.442,-151.105
Larus,2016/06/19 19:07:00,60.541,-151.245
Larus,2016/06/19 19:14:05,60.534,-151.208
Larus,2016/06/19 20:04:59,60.536,-151.213
Larus,2016/06/19 20:12:59,60.551,-151.225
Larus,2016/06/19 20:13:02,60.547,-151.232
Larus,2016/06/19 20:45:42,60.519,-151.2
Larus,2016/06/19 20:53:22,60.542,-151.228
Larus,2016/06/19 21:45:18,60.538,-151.214
Larus,2016/06/19 21:49:19,60.545,-151.241
Larus,2016/06/19 21:53:53,60.547,-151.238
Larus,2016/06/19 22:23:40,60.498,-151.072
Larus,2016/06/19 22:34:16,60.445,-151.156
Larus,2016/06/19 23:21:18,60.436,-151.114
Larus,2016/06/19 23:30:24,60.436,-151.153
Larus,2016/06/21 19:17:43,60.521,-151.2
Larus,2016/06/21 19:28:28,60.539,-151.285
Larus,2016/06/21 20:13:10,60.528,-151.222
Larus,2016/06/21 20:23:17,60.588,-151.337
Larus,2016/06/21 21:05:34,60.428,-151.123
Larus,2016/06/21 21:58:04,60.438,-151.106
Larus,2016/06/21 22:03:33,60.438,-151.106
Larus,2016/06/21 22:32:51,60.436,-151.11
Larus,2016/06/21 22:51:28,60.424,-151.106
Larus,2016/06/21 23:08:02,60.426,-151.078
Larus,2016/06/21 23:34:21,60.44,-151.103
Larus,2016/06/21 23:43:58,60.446,-151.09
Larus,2016/06/23 19:30:36,60.552,-151.23
Larus,2016/06/23 19:37:22,60.554,-151.25
Larus,2016/06/23 20:00:43,60.552,-151.333
Larus,2016/06/23 20:07:04,60.56,-151.31
Larus,2016/06/23 20:24:17,60.545,-151.234
Larus,2016/06/23 21:07:36,60.545,-151.208
Larus,2016/06/23 21:11:07,60.549,-151.242
Larus,2016/06/23 21:35:46,60.544,-151.234
Larus,2016/06/23 22:11:13,60.539,-151.226
Larus,2016/06/23 22:51:05,60.542,-151.233
Larus,2016/06/23 22:53:05,60.544,-151.233
Larus,2016/06/23 23:19:18,60.542,-151.239
Larus,2016/06/23 23:24:40,60.551,-151.23
Larus,2016/06/25 18:54:31,60.544,-151.234
Larus,2016/06/25 19:05:31,60.543,-151.235
Larus,2016/06/25 19:15:37,60.538,-151.236
Larus,2016/06/25 19:37:46,60.524,-151.219
Larus,2016/06/25 19:47:37,60.543,-151.294
Larus,2016/06/25 20:28:43,60.63,-151.834
Larus,2016/06/25 20:43:19,60.391,-150.869
Larus,2016/06/25 21:14:31,60.438,-151.118
Larus,2016/06/25 21:22:40,60.442,-151.178
Larus,2016/06/25 22:11:44,60.452,-151.103
Larus,2016/06/25 22:25:19,60.447,-151.084
Larus,2016/06/25 22:36:52,60.442,-151.078
Larus,2016/06/25 22:58:05,60.446,-151.098
Larus,2016/06/25 23:04:37,60.445,-151.098
Larus,2016/06/25 23:50:33,60.433,-151.099
Larus,2016/06/27 19:14:12,60.479,-151.204
Larus,2016/06/27 19:55:32,60.544,-151.239
Larus,2016/06/27 20:04:04,60.545,-151.269
Larus,2016/06/27 20:21:46,60.489,-151.247
Larus,2016/06/27 20:39:25,60.528,-151.218
Larus,2016/06/27 20:52:00,60.53,-151.224
Larus,2016/06/27 21:29:18,60.522,-151.235
Larus,2016/06/27 21:44:53,60.517,-151.222
Larus,2016/06/27 22:02:25,60.438,-151.245
Larus,2016/06/27 22:20:04,60.437,-151.245
Larus,2016/06/27 22:34:40,60.441,-151.101
Larus,2016/06/27 23:10:07,60.451,-151.118
Larus,2016/06/27 23:24:35,60.445,-151.126
Larus,2016/06/27 23:40:42,60.444,-151.1
Larus,2016/06/29 18:52:59,60.564,-151.241
Larus,2016/06/29 19:11:42,60.545,-151.238
Larus,2016/06/29 19:15:59,60.541,-151.243
Larus,2016/06/29 19:57:47,60.459,-151.102
Larus,2016/06/29 20:07:02,60.529,-151.291
Larus,2016/06/29 20:30:36,60.448,-151.266
Larus,2016/06/29 20:53:45,60.454,-151.166
Larus,2016/06/29 20:55:47,60.458,-151.151
Larus,2016/06/29 21:42:09,60.448,-151.122
Larus,2016/06/29 21:43:11,60.447,-151.121
Larus,2016/06/29 22:12:39,60.435,-151.111
Larus,2016/06/29 22:28:47,60.447,-151.115
Larus,2016/06/29 22:34:52,60.436,-151.109
Larus,2016/06/29 23:15:39,60.435,-151.138
Larus,2016/06/29 23:47:27,60.43,-151.133
Larus,2016/07/01 19:23:26,60.441,-151.101
Larus,2016/07/01 20:06:12,60.428,-151.095
Larus,2016/07/01 20:10:13,60.431,-151.092
Larus,2016/07/01 20:10:56,60.442,-151.098
Larus,2016/07/01 20:58:06,60.438,-151.08
Larus,2016/07/01 21:17:42,60.435,-151.08
Larus,2016/07/01 21:46:30,60.443,-151.108
Larus,2016/07/01 21:50:53,60.442,-151.11
Larus,2016/07/01 22:53:57,60.441,-151.108
Larus,2016/07/01 23:23:16,60.441,-151.106
Larus,2016/07/01 23:29:17,60.433,-151.124
Larus,2016/07/01 23:29:19,60.433,-151.124
Larus,2016/07/03 19:15:48,60.482,-151.314
Larus,2016/07/03 19:15:48,60.482,-151.313
Larus,2016/07/03 19:28:54,60.439,-151.13
Larus,2016/07/03 19:46:03,60.448,-151.114
Larus,2016/07/03 20:24:12,60.444,-151.121
Larus,2016/07/03 20:53:35,60.43,-151.075
Larus,2016/07/03 21:00:40,60.427,-151.071
Larus,2016/07/03 21:10:17,60.442,-151.113
Larus,2016/07/03 21:28:23,60.441,-151.097
Larus,2016/07/03 21:58:37,60.441,-151.105
Larus,2016/07/03 22:32:50,60.457,-151.077
Larus,2016/07/03 22:34:51,60.411,-151.048
Larus,2016/07/03 22:48:26,60.434,-151.058
Larus,2016/07/03 23:06:59,60.429,-151.105
Larus,2016/07/03 23:39:23,60.422,-151.106
Larus,2016/07/05 18:53:33,60.524,-151.233
Larus,2016/07/05 19:24:49,60.523,-151.242
Larus,2016/07/05 19:36:54,60.523,-151.234
Larus,2016/07/05 20:08:42,60.529,-151.234
Larus,2016/07/05 20:26:19,60.524,-151.242
Larus,2016/07/05 20:30:23,60.525,-151.236
Larus,2016/07/05 21:06:37,60.524,-151.243
Larus,2016/07/05 21:16:46,60.522,-151.235
Larus,2016/07/05 22:09:38,60.523,-151.239
Larus,2016/07/05 22:45:22,60.521,-151.24
Larus,2016/07/05 23:23:46,60.52,-151.244
Larus,2016/07/05 23:43:54,60.557,-151.236
Larus,2016/07/05 23:49:28,60.559,-151.219
Larus,2016/07/07 19:02:41,60.534,-151.542
Larus,2016/07/07 19:22:47,60.459,-151.47
Larus,2016/07/07 19:43:30,60.441,-151.112
Larus,2016/07/07 20:08:14,60.438,-151.1
Larus,2016/07/07 20:41:59,60.439,-151.082
Larus,2016/07/07 20:42:30,60.434,-151.092
Larus,2016/07/07 20:58:38,60.434,-151.091
Larus,2016/07/07 21:26:43,60.444,-151.121
Larus,2016/07/07 21:47:58,60.433,-151.071
Larus,2016/07/07 22:17:44,60.383,-150.933
Larus,2016/07/07 22:23:07,60.438,-151.11
Larus,2016/07/07 23:02:32,60.438,-151.097
Larus,2016/07/07 23:27:49,60.438,-151.101
Larus,2016/07/09 19:04:39,60.54,-151.211
Larus,2016/07/09 19:46:00,60.54,-151.231
Larus,2016/07/09 19:54:05,60.545,-151.235
Larus,2016/07/09 20:10:13,60.548,-151.236
Larus,2016/07/09 20:18:30,60.543,-151.228
Larus,2016/07/09 20:43:06,60.547,-151.266
Larus,2016/07/09 21:24:50,60.524,-151.162
Larus,2016/07/09 21:30:52,60.484,-151.158
Larus,2016/07/09 21:46:30,60.464,-151.153
Larus,2016/07/09 21:55:32,60.429,-151.114
Larus,2016/07/09 22:25:28,60.442,-151.116
Larus,2016/07/09 23:05:07,60.434,-151.151
Larus,2016/07/09 23:23:16,60.436,-151.151
Larus,2016/07/09 23:39:32,60.433,-151.133
Larus,2016/07/11 19:20:14,60.548,-151.24
Larus,2016/07/11 19:21:19,60.546,-151.232
Larus,2016/07/11 19:57:27,60.545,-151.226
Larus,2016/07/11 19:59:06,60.543,-151.237
Larus,2016/07/11 20:57:37,60.542,-151.228
Larus,2016/07/11 20:58:49,60.544,-151.234
Larus,2016/07/11 21:03:42,60.543,-151.229
Larus,2016/07/11 21:37:18,60.542,-151.158
Larus,2016/07/11 21:38:59,60.511,-151.183
Larus,2016/07/11 22:32:50,60.545,-151.102
Larus,2016/07/11 22:41:24,60.502,-151.2
Larus,2016/07/11 23:17:55,60.438,-151.122
Larus,2016/07/11 23:19:43,60.436,-151.115
Larus,2016/07/13 19:21:25,60.544,-151.231
Larus,2016/07/13 19:34:50,60.543,-151.206
Larus,2016/07/13 20:13:37,60.529,-151.18
Larus,2016/07/13 20:16:59,60.543,-151.233
Larus,2016/07/13 20:37:49,60.502,-151.304
Larus,2016/07/13 20:58:00,60.427,-151.014
Larus,2016/07/13 21:13:06,60.461,-151.058
Larus,2016/07/13 21:57:28,60.405,-151.073
Larus,2016/07/13 22:20:44,60.412,-151.09
Larus,2016/07/13 22:42:23,60.441,-151.11
Larus,2016/07/13 22:54:07,60.442,-151.114
Larus,2016/07/15 19:19:28,60.549,-151.248
Larus,2016/07/15 19:30:36,60.549,-151.248
Larus,2016/07/15 20:13:57,60.529,-151.218
Larus,2016/07/15 20:22:05,60.546,-151.247
Larus,2016/07/15 20:54:17,60.551,-151.234
Larus,2016/07/15 21:10:21,60.547,-151.248
Larus,2016/07/15 21:55:48,60.54,-151.228
Larus,2016/07/15 21:56:16,60.546,-151.235
Larus,2016/07/15 22:31:59,60.543,-151.24
Larus,2016/07/15 22:48:58,60.541,-151.232
Larus,2016/07/15 23:38:18,60.537,-151.223
Larus,2016/07/17 18:53:59,60.439,-151.531
Larus,2016/07/17 19:39:20,60.451,-151.064
Larus,2016/07/17 19:53:03,60.438,-151.103
Larus,2016/07/17 20:07:11,60.438,-151.127
Larus,2016/07/17 20:26:21,60.446,-151.117
Larus,2016/07/17 20:29:17,60.446,-151.136
Larus,2016/07/17 21:20:47,60.434,-151.124
Larus,2016/07/17 22:07:48,60.432,-151.122
Larus,2016/07/17 22:14:10,60.43,-151.13
Larus,2016/07/17 22:59:03,60.436,-151.119
Larus,2016/07/17 23:44:20,60.431,-151.131
Larus,2016/07/19 18:56:01,60.549,-151.216
Larus,2016/07/19 19:21:14,60.548,-151.237
Larus,2016/07/19 19:31:48,60.544,-151.229
Larus,2016/07/19 19:53:41,60.549,-151.22
Larus,2016/07/19 20:39:53,60.544,-151.215
Larus,2016/07/19 21:31:47,60.546,-151.223
Larus,2016/07/19 21:42:24,60.55,-151.23
Larus,2016/07/19 22:14:47,60.553,-151.249
Larus,2016/07/19 22:40:58,60.554,-151.248
Larus,2016/07/19 22:54:06,60.547,-151.193
Larus,2016/07/19 23:15:16,60.552,-151.217
Larus,2016/07/19 23:20:20,60.543,-151.248
Larus,2016/07/21 19:07:39,60.545,-151.233
Larus,2016/07/21 19:42:26,60.56,-151.267
Larus,2016/07/21 19:56:02,60.544,-151.22
Larus,2016/07/21 20:45:56,60.539,-151.23
Larus,2016/07/21 20:48:57,60.544,-151.233
Larus,2016/07/21 21:19:14,60.514,-151.103
Larus,2016/07/21 21:32:19,60.5,-151.191
Larus,2016/07/21 21:44:26,60.49,-151.346
Larus,2016/07/21 23:03:54,60.438,-151.126
Larus,2016/07/21 23:14:14,60.435,-151.108
Larus,2016/07/23 18:51:03,60.525,-151.153
Larus,2016/07/23 19:20:15,60.541,-151.226
Larus,2016/07/23 20:08:45,60.544,-151.232
Larus,2016/07/23 20:22:49,60.546,-151.227
Larus,2016/07/23 20:57:30,60.68,-151.266
Larus,2016/07/23 21:00:37,60.534,-151.203
Larus,2016/07/23 21:50:20,60.554,-151.297
Larus,2016/07/23 22:01:35,60.554,-151.297
Larus,2016/07/23 22:40:31,60.54,-151.292
Larus,2016/07/23 23:43:25,60.534,-151.294
Larus,2016/07/25 18:58:07,60.548,-151.228
Larus,2016/07/25 19:21:50,60.55,-151.242
Larus,2016/07/25 19:59:05,60.545,-151.234
Larus,2016/07/25 20:10:12,60.546,-151.233
Larus,2016/07/25 20:40:27,60.541,-151.222
Larus,2016/07/25 21:02:40,60.547,-151.239
Larus,2016/07/25 21:42:35,60.537,-151.243
Larus,2016/07/25 21:47:40,60.544,-151.244
Larus,2016/07/25 22:20:01,60.538,-151.277
Larus,2016/07/25 23:19:28,60.44,-151.119
Larus,2016/07/25 23:24:02,60.434,-151.113
Larus,2016/07/27 19:21:15,60.553,-151.258
Larus,2016/07/27 19:26:47,60.544,-151.236
Larus,2016/07/27 19:39:55,60.545,-151.233
Larus,2016/07/27 20:13:11,60.555,-151.21
Larus,2016/07/27 20:25:47,60.543,-151.225
Larus,2016/07/27 20:59:34,60.539,-151.218
Larus,2016/07/27 21:10:39,60.542,-151.242
Larus,2016/07/27 21:17:12,60.547,-151.233
Larus,2016/07/27 21:51:30,60.55,-151.221
Larus,2016/07/27 22:36:19,60.535,-151.231
Larus,2016/07/27 22:47:52,60.546,-151.238
Larus,2016/07/27 22:55:30,60.545,-151.236
Larus,2016/07/27 23:31:20,60.542,-151.247
Larus,2016/07/29 18:51:45,60.544,-151.234
Larus,2016/07/29 19:14:10,60.542,-151.234
Larus,2016/07/29 19:46:59,60.568,-151.244
Larus,2016/07/29 19:51:01,60.568,-151.246
Larus,2016/07/29 20:33:20,60.417,-150.976
Larus,2016/07/29 21:24:59,60.443,-151.111
Larus,2016/07/29 21:30:19,60.448,-151.116
Larus,2016/07/29 22:11:28,60.444,-151.122
Larus,2016/07/29 22:37:56,60.434,-151.111
Larus,2016/07/29 23:12:12,60.443,-151.098
Larus,2016/07/31 18:51:32,60.548,-151.24
Larus,2016/07/31 19:19:42,60.555,-151.25
Larus,2016/07/31 19:31:15,60.551,-151.242
Larus,2016/07/31 19:44:49,60.544,-151.234
Larus,2016/07/31 20:30:17,60.54,-151.223
Larus,2016/07/31 20:43:20,60.55,-151.264
Larus,2016/07/31 20:59:30,60.554,-151.249
Larus,2016/07/31 21:12:17,60.546,-151.234
Larus,2016/07/31 21:27:03,60.547,-151.243
Larus,2016/07/31 22:15:06,60.536,-151.232
Larus,2016/07/31 22:21:39,60.539,-151.237
Larus,2016/07/31 22:50:54,60.534,-151.287
Larus,2016/07/31 23:03:31,60.546,-151.237
Larus,2016/08/02 19:09:13,60.55,-151.238
Larus,2016/08/02 19:15:47,60.554,-151.237
Larus,2016/08/02 20:02:09,60.443,-151.096
Larus,2016/08/02 20:07:11,60.439,-151.113
Larus,2016/08/02 20:10:43,60.439,-151.114
Larus,2016/08/02 20:43:31,60.446,-151.128
Larus,2016/08/02 20:49:02,60.438,-151.112
Larus,2016/08/02 21:37:25,60.442,-151.109
Larus,2016/08/02 21:48:03,60.441,-151.101
Larus,2016/08/02 21:49:03,60.435,-151.089
Larus,2016/08/02 22:25:46,60.435,-151.101
Larus,2016/08/02 22:30:07,60.442,-151.107
Larus,2016/08/02 23:20:13,60.427,-151.094
Larus,2016/08/02 23:25:13,60.449,-151.116
Larus,2016/08/02 23:27:16,60.451,-151.109
Larus,2016/08/04 19:17:43,60.538,-151.244
Larus,2016/08/04 19:20:46,60.537,-151.27
Larus,2016/08/04 19:45:30,60.537,-151.276
Larus,2016/08/04 20:08:10,60.537,-151.278
Larus,2016/08/04 20:22:18,60.64,-151.179
Larus,2016/08/04 20:56:36,60.469,-151.186
Larus,2016/08/04 20:56:36,60.512,-151.198
Larus,2016/08/04 21:24:18,60.511,-151.196
Larus,2016/08/04 21:41:53,60.476,-151.072
Larus,2016/08/04 22:06:26,60.439,-151.114
Larus,2016/08/04 23:23:16,60.44,-151.111
Larus,2016/08/04 23:45:23,60.442,-151.112
Larus,2016/08/06 19:24:51,60.547,-151.235
Larus,2016/08/06 19:26:09,60.547,-151.232
Larus,2016/08/06 20:00:10,60.552,-151.221
Larus,2016/08/06 20:08:15,60.551,-151.218
Larus,2016/08/06 20:19:42,60.549,-151.232
Larus,2016/08/06 21:00:40,60.545,-151.235
Larus,2016/08/06 21:06:09,60.548,-151.246
Larus,2016/08/06 21:38:59,60.547,-151.236
Larus,2016/08/06 21:56:05,60.542,-151.223
Larus,2016/08/06 22:41:13,60.536,-151.23
Larus,2016/08/06 22:41:25,60.543,-151.234
Larus,2016/08/06 23:21:43,60.542,-151.24
Larus,2016/08/06 23:29:19,60.542,-151.238
Larus,2016/08/08 18:47:31,60.545,-151.232
Larus,2016/08/08 19:02:33,60.544,-151.228
Larus,2016/08/08 19:20:14,60.542,-151.234
Larus,2016/08/08 19:38:51,60.542,-151.22
Larus,2016/08/08 19:40:55,60.511,-150.993
Larus,2016/08/08 20:26:16,60.547,-151.233
Larus,2016/08/08 20:40:24,60.553,-151.236
Larus,2016/08/08 20:58:31,60.591,-151.291
Larus,2016/08/08 21:17:43,60.547,-151.197
Larus,2016/08/08 21:19:17,60.531,-151.218
Larus,2016/08/08 22:05:25,60.442,-151.112
Larus,2016/08/08 22:37:55,60.42,-151.098
Larus,2016/08/08 22:56:04,60.512,-151.191
Larus,2016/08/08 23:00:14,60.439,-151.122
Larus,2016/08/08 23:40:54,60.44,-151.115
Larus,2016/08/10 19:17:43,60.443,-151.098
Larus,2016/08/10 19:42:24,60.438,-151.114
Larus,2016/08/10 20:11:06,60.439,-151.143
Larus,2016/08/10 20:18:13,60.441,-151.114
Larus,2016/08/10 20:38:07,60.439,-151.101
Larus,2016/08/10 20:55:32,60.442,-151.104
Larus,2016/08/10 21:24:07,60.441,-151.108
Larus,2016/08/10 21:48:52,60.441,-151.109
Larus,2016/08/10 21:56:59,60.445,-151.098
Larus,2016/08/10 22:14:16,60.448,-151.109
Larus,2016/08/10 22:39:14,60.442,-151.112
Larus,2016/08/10 23:03:03,60.444,-151.116
Larus,2016/08/12 18:55:46,60.451,-151.103
Larus,2016/08/12 18:57:37,60.449,-151.097
Larus,2016/08/12 19:20:45,60.436,-151.115
Larus,2016/08/12 19:51:01,60.441,-151.106
Larus,2016/08/12 19:52:29,60.442,-151.108
Larus,2016/08/12 20:35:21,60.413,-151.093
Larus,2016/08/12 20:35:23,60.434,-151.101
Larus,2016/08/12 20:59:32,60.421,-151.085
Larus,2016/08/12 21:31:50,60.445,-151.113
Larus,2016/08/12 21:32:50,60.447,-151.111
Larus,2016/08/12 22:15:52,60.442,-151.109
Larus,2016/08/12 22:17:45,60.443,-151.108
Larus,2016/08/12 22:35:54,60.44,-151.1
Larus,2016/08/12 23:12:12,60.445,-151.104
Larus,2016/08/14 19:13:17,60.443,-151.11
Larus,2016/08/14 19:30:04,60.442,-151.097
Larus,2016/08/14 19:57:18,60.441,-151.109
Larus,2016/08/14 20:08:23,60.444,-151.111
Larus,2016/08/14 20:09:26,60.442,-151.107
Larus,2016/08/14 20:49:13,60.443,-151.11
Larus,2016/08/14 21:08:52,60.443,-151.114
Larus,2016/08/14 21:35:04,60.449,-151.104
Larus,2016/08/14 21:46:14,60.459,-151.092
Larus,2016/08/14 21:49:10,60.446,-151.092
Larus,2016/08/14 22:48:22,60.429,-151.113
Larus,2016/08/14 23:16:15,60.445,-151.108
Larus,2016/08/14 23:23:17,60.444,-151.105
Larus,2016/08/14 23:32:24,60.443,-151.103
Larus,2016/08/16 19:08:50,60.55,-151.225
Larus,2016/08/16 19:18:58,60.547,-151.227
Larus,2016/08/16 19:21:56,60.549,-151.227
Larus,2016/08/16 19:49:39,60.557,-151.23
Larus,2016/08/16 20:15:31,60.536,-151.194
Larus,2016/08/16 20:46:07,60.349,-151.218
Larus,2016/08/16 20:57:44,60.457,-151.18
Larus,2016/08/16 21:26:25,60.404,-150.994
Larus,2016/08/16 21:48:37,60.38,-151.052
Larus,2016/08/16 22:25:46,60.225,-150.286
Larus,2016/08/16 22:34:21,60.4,-150.341
Larus,2016/08/16 22:34:51,60.48,-150.405
Larus,2016/08/16 23:09:30,60.42,-150.197
Larus,2016/08/18 18:47:30,60.049,-148.175
Larus,2016/08/18 19:27:17,60.047,-148.116
Larus,2016/08/18 19:30:35,60.084,-148.115
Larus,2016/08/18 20:18:43,60.093,-148.16
Larus,2016/08/18 21:04:37,60.082,-148.105
Larus,2016/08/18 21:48:56,60.153,-147.989
Larus,2016/08/18 21:52:29,60.222,-148.001
Larus,2016/08/18 22:03:41,60.227,-147.767
Larus,2016/08/18 22:46:02,60.274,-147.505
Larus,2016/08/18 22:46:25,60.244,-147.49
Larus,2016/08/18 23:23:48,60.291,-147.392
Larus,2016/08/18 23:32:54,60.273,-147.44
Larus,2016/08/18 23:38:28,60.281,-147.453
Larus,2016/08/20 19:21:30,61.011,-147.493
Larus,2016/08/20 19:36:05,61.015,-147.522
Larus,2016/08/20 20:00:49,61.019,-147.511
Larus,2016/08/20 20:29:03,60.978,-147.317
Larus,2016/08/20 20:42:09,60.988,-147.314
Larus,2016/08/20 21:14:20,61.014,-147.509
Larus,2016/08/20 22:25:08,61.016,-147.519
Larus,2016/08/20 22:36:53,61.02,-147.51
Larus,2016/08/20 22:53:28,61.012,-147.529
Larus,2016/08/20 23:19:13,61.024,-147.552
Larus,2016/08/22 18:54:02,61.016,-147.523
Larus,2016/08/22 19:38:36,61.008,-147.502
Larus,2016/08/22 19:44:34,61.015,-147.525
Larus,2016/08/22 20:11:52,61.029,-147.51
Larus,2016/08/22 20:21:58,61.032,-147.52
Larus,2016/08/22 20:35:52,61.016,-147.528
Larus,2016/08/22 21:18:25,61.031,-147.554
Larus,2016/08/22 21:22:27,61.004,-147.518
Larus,2016/08/22 21:49:10,61.015,-147.526
Larus,2016/08/22 21:57:39,61.01,-147.529
Larus,2016/08/22 22:11:50,61.033,-147.468
Larus,2016/08/22 23:01:30,61.034,-147.567
Larus,2016/08/22 23:24:42,61.025,-147.542
Larus,2016/08/22 23:41:19,61.01,-147.533
Larus,2016/08/24 19:05:16,61.016,-147.52
Larus,2016/08/24 19:15:41,61.016,-147.52
Larus,2016/08/24 19:22:13,61.016,-147.515
Larus,2016/08/24 19:53:59,61.015,-147.523
Larus,2016/08/24 20:03:06,61.015,-147.523
Larus,2016/08/24 20:48:05,61.014,-147.52
Larus,2016/08/24 20:59:33,61.015,-147.52
Larus,2016/08/24 21:29:48,61.02,-147.516
Larus,2016/08/24 21:36:47,61.018,-147.531
Larus,2016/08/24 23:11:52,61.01,-147.516
Larus,2016/08/24 23:19:23,61.013,-147.535
Larus,2016/08/26 18:52:31,61.019,-147.522
Larus,2016/08/26 19:10:56,61.015,-147.537
Larus,2016/08/26 19:37:53,61.033,-147.511
Larus,2016/08/26 20:07:42,61.014,-147.524
Larus,2016/08/26 20:52:22,61.006,-147.455
Larus,2016/08/26 21:13:10,61.021,-147.49
Larus,2016/08/26 21:41:55,61.019,-147.517
Larus,2016/08/26 22:28:49,61.014,-147.516
Larus,2016/08/26 22:56:38,61.018,-147.506
Larus,2016/08/26 23:22:16,61.02,-147.523
Larus,2016/08/26 23:28:18,61.028,-147.523
Larus,2016/08/28 19:20:14,61.035,-147.42
Larus,2016/08/28 19:23:24,61.024,-147.51
Larus,2016/08/28 20:09:38,61.016,-147.535
Larus,2016/08/28 20:51:30,61.025,-147.513
Larus,2016/08/28 21:05:57,61.015,-147.513
Larus,2016/08/28 21:51:51,61.026,-147.527
Larus,2016/08/28 22:33:30,61.021,-147.52
Larus,2016/08/28 23:31:22,61.016,-147.53
Larus,2016/08/30 19:27:19,61.015,-147.522
Larus,2016/08/30 20:11:12,61.015,-147.522
Larus,2016/08/30 20:24:42,61.016,-147.55
Larus,2016/08/30 20:30:50,61.015,-147.538
Larus,2016/08/30 21:10:25,61.011,-147.529
Larus,2016/08/30 21:25:47,61.011,-147.529
Larus,2016/08/30 21:58:05,61.009,-147.532
Larus,2016/08/30 22:11:40,61.009,-147.529
Larus,2016/08/30 22:49:49,61.004,-147.518
Larus,2016/09/01 18:48:30,61.021,-147.509
Larus,2016/09/01 19:21:21,61.02,-147.508
Larus,2016/09/01 19:23:21,61.017,-147.511
Larus,2016/09/01 19:41:52,61.015,-147.515
Larus,2016/09/01 20:08:15,61.015,-147.517
Larus,2016/09/01 20:26:42,61.032,-147.62
Larus,2016/09/01 21:22:20,61.011,-147.518
Larus,2016/09/01 21:48:02,61.004,-147.526
Larus,2016/09/01 22:08:52,61.009,-147.538
Larus,2016/09/01 23:27:16,61.023,-147.472
Larus,2016/09/03 19:00:20,61.015,-147.51
Larus,2016/09/03 19:43:25,61.016,-147.517
Larus,2016/09/03 19:46:56,61.015,-147.519
Larus,2016/09/03 20:41:44,61.016,-147.558
Larus,2016/09/03 20:43:46,61.018,-147.558
Larus,2016/09/03 21:20:44,61.001,-147.497
Larus,2016/09/03 21:22:44,61.001,-147.543
Larus,2016/09/03 22:23:48,60.984,-147.537
Larus,2016/09/03 23:06:07,61.006,-147.554
Larus,2016/09/03 23:25:48,61.151,-147.637
