xlong,ylat,collision
-118.224091,34.993694,0.0
-118.217087,35.029194,0.0
-118.236191,35.006294,0.0
-118.223686,34.998493,0.0
-118.225685,35.005894,0.0
-118.234985,35.022194,0.0
-118.252388,34.988796,0.0
-118.221786,35.026497,0.0
-118.228691,35.002995,0.0
-118.22599,34.985893,0.0
-118.233688,34.996895,0.0
-118.242287,34.998096,0.0
-118.254791,34.988693,0.0
-118.224548,35.021931,0.0
-118.25499,34.993496,0.0
-118.240288,35.001194,0.0
-118.234489,34.995895,0.0
-118.224586,35.006893,0.0
-118.227585,34.982594,0.0
-118.226891,34.983597,0.0
-118.248291,34.992393,0.0
-118.247292,34.993294,0.0
-118.224289,34.992496,0.0
-118.226486,34.984795,0.0
-118.231384,35.000095,0.0
-118.232986,34.997993,0.0
-118.235489,35.007294,0.0
-118.23069,35.001194,0.0
-118.239586,35.002296,0.0
-118.223991,34.994884,0.0
-118.223785,34.997295,0.0
-118.250092,35.092796,0.0
-118.241791,35.095795,0.0
-118.246635,35.084118,0.0
-118.215599,35.111568,0.0
-118.225487,35.110195,0.0
-118.254822,35.084019,0.0
-118.253052,35.086514,0.0
-118.21888,35.101784,0.0
-118.215683,35.109802,0.0
-118.249435,35.094086,0.0
-118.243858,35.090496,0.0
-118.244415,35.089161,0.0
-118.242546,35.092957,0.0
-118.239914,35.098076,0.0
-118.216164,35.106499,0.0
-118.25209,35.089096,0.0
-118.233673,35.10125,0.0
-118.214989,35.112995,0.0
-118.212418,35.100468,0.0
-118.213585,35.099094,0.0
-118.238991,35.099194,0.0
-118.219345,35.100346,0.0
-118.244965,35.087883,0.0
-118.217064,35.104683,0.0
-118.22905,35.104855,0.0
-118.236885,35.100494,0.0
-118.226273,35.108685,0.0
-118.246796,35.096741,0.0
-118.251457,35.090355,0.0
-118.251045,35.091663,0.0
-118.252708,35.08786,0.0
-118.224792,35.111763,0.0
-118.243286,35.091797,0.0
-118.242081,35.094322,0.0
-118.240677,35.096863,0.0
-118.214264,35.097309,0.0
-118.211388,35.101894,0.0
-118.224152,35.113159,0.0
-118.230858,35.101719,0.0
-118.217766,35.103195,0.0
-118.215881,35.108219,0.0
-118.246002,35.085361,0.0
-118.210579,35.103497,0.0
-118.254036,35.08532,0.0
-118.220337,35.098736,0.0
-118.221596,35.097137,0.0
-118.245483,35.08662,0.0
-118.248405,35.095257,0.0
-118.369087,35.105858,0.0
-118.390099,35.071014,0.0
-118.384392,35.072395,0.0
-118.381691,35.081394,0.0
-118.380386,35.083195,0.0
-118.379585,35.075897,0.0
-118.367615,35.072414,0.0
-118.364792,35.096394,0.0
-118.383011,35.08033,0.0
-118.380287,35.068497,0.0
-118.38549,35.084797,0.0
-118.361923,35.106731,0.0
-118.363586,35.097702,0.0
-118.384689,35.087498,0.0
-118.382996,35.073517,0.0
-118.381493,35.074551,0.0
-118.38739,35.064896,0.0
-118.370384,35.087795,0.0
-118.369766,35.072441,0.0
-118.359886,35.108196,0.0
-118.390984,35.06789,0.0
-118.37429,35.068596,0.0
-118.370583,35.103416,0.0
-118.385796,35.071819,0.0
-118.36631,35.095543,0.0
-118.377159,35.098587,0.0
-118.3834,35.09729,0.0
-118.373993,35.070839,0.0
-118.386261,35.083561,0.0
-118.368286,35.107098,0.0
-118.386009,35.065582,0.0
-118.384987,35.089397,0.0
-118.36657,35.091957,0.0
-118.38459,35.090897,0.0
-118.36956,35.104313,0.0
-118.384689,35.085995,0.0
-118.375229,35.094009,0.0
-118.383652,35.093948,0.0
-118.374634,35.100464,0.0
-118.365288,35.092896,0.0
-118.383064,35.095341,0.0
-118.367302,35.108242,0.0
-118.377686,35.076195,0.0
-118.384087,35.092594,0.0
-118.372093,35.10244,0.0
-118.375885,35.099495,0.0
-118.37532,35.092403,0.0
-118.362785,35.100895,0.0
-118.377388,35.068596,0.0
-116.585686,33.890194,0.0
-116.58049,33.892895,0.0
-116.585587,33.890797,0.0
-116.585892,33.889595,0.0
-116.584785,33.893696,0.0
-100.562759,32.995575,0.0
-100.547035,32.996754,0.0
-100.515167,33.012295,0.0
-100.51091,33.043736,0.0
-100.508728,33.012917,0.0
-100.549606,33.033524,0.0
-100.538445,33.038532,0.0
-100.57486,32.918213,0.0
-100.527443,33.070862,0.0
-100.558319,33.032139,0.0
-100.567993,32.913265,0.0
-100.519203,33.021446,0.0
-100.594597,32.873859,0.0
-100.556198,32.992615,0.0
